Date,Open,High,Low,Close,Volume,Adj Close
2011-08-01,584.99,585.26,572.70,578.65,4967390000,578.65
2011-07-29,584.27,585.18,576.70,579.72,5061190000,579.72
2011-07-28,586.13,590.99,583.62,584.27,4951800000,584.27
2011-07-27,596.88,596.88,585.48,586.18,3479040000,586.18
2011-07-26,599.41,600.10,596.11,596.88,4007050000,596.88
2011-07-25,602.18,602.18,596.28,599.41,35368908800,599.41
2011-07-22,601.88,602.90,598.98,602.51,3522830000,602.51
2011-07-21,593.35,603.16,593.35,601.89,4837430000,601.89
2011-07-20,593.44,595.57,592.77,593.64,3767420000,593.64
2011-07-19,584.06,594.11,584.06,593.42,4304600000,593.42
2011-07-18,587.71,587.71,579.59,584.06,4118160000,584.06
2011-07-15,586.33,589.06,584.23,587.72,4242760000,587.72
2011-07-14,587.57,592.08,583.77,584.74,4358570000,584.74
2011-07-13,585.95,593.34,585.95,587.57,4060080000,587.57
2011-07-12,588.31,591.63,585.29,585.30,4227890000,585.30
2011-07-11,597.82,597.82,586.65,588.15,3879130000,588.15
2011-07-08,601.58,601.58,593.84,598.03,3594360000,598.03
2011-07-07,595.76,603.39,595.76,601.81,4069530000,601.81
2011-07-06,594.86,596.32,591.87,595.56,3564190000,595.56
2011-07-05,595.25,596.04,593.36,594.86,3722320000,594.86
2011-07-01,587.33,595.85,585.95,595.25,3796930000,595.25
2011-06-30,581.29,587.79,581.29,587.31,4200500000,587.31
2011-06-29,576.11,581.84,576.11,581.05,4347540000,581.05
2011-06-28,569.25,576.20,569.25,576.11,3681500000,576.11
2011-06-27,563.66,571.76,563.64,569.20,3479070000,569.20
2011-06-24,570.31,570.68,563.25,563.62,3665340000,563.62
2011-06-23,571.89,571.89,562.04,570.73,4983450000,570.73
2011-06-22,576.32,577.59,572.32,572.46,3718420000,572.46
2011-06-21,569.74,577.46,569.74,576.34,4056150000,576.34
2011-06-20,567.04,570.56,565.06,569.59,3464660000,569.59
2011-06-17,566.35,571.16,565.16,567.04,4916460000,567.04
2011-06-16,564.14,568.29,561.57,565.64,3846250000,565.64
2011-06-15,573.81,573.81,562.38,564.13,4070500000,564.13
2011-06-14,567.74,576.15,567.74,573.81,3500280000,573.81
2011-06-13,566.69,570.10,564.97,567.74,4132520000,567.74
2011-06-10,573.88,573.88,564.92,566.53,3846250000,566.53
2011-06-09,569.89,576.67,569.89,574.00,3332510000,574.00
2011-06-08,571.05,572.93,568.85,569.89,3970810000,569.89
2011-06-07,572.81,576.42,570.95,571.05,3846250000,571.05
2011-06-06,578.65,578.65,571.97,572.80,3555980000,572.80
2011-06-03,583.23,583.23,576.92,578.50,3505030000,578.50
2011-06-02,584.30,585.68,580.12,583.23,3762170000,583.23
2011-06-01,597.28,597.28,583.85,584.26,4241090000,584.26
2011-05-31,590.79,597.32,590.79,597.32,4696240000,597.32
2011-05-27,587.93,592.17,587.93,590.43,3124560000,590.43
2011-05-26,586.40,589.51,583.49,587.93,3259470000,587.93
2011-05-25,584.84,588.88,582.98,586.41,4109670000,586.41
2011-05-24,584.92,587.40,583.61,584.76,3846250000,584.76
2011-05-23,590.85,590.85,582.62,584.82,3255580000,584.82
2011-05-20,595.51,595.51,590.67,591.35,4066020000,591.35
2011-05-19,595.65,597.55,593.09,596.17,3626110000,596.17
2011-05-18,590.34,595.59,589.32,595.02,3922030000,595.02
2011-05-17,588.83,590.94,585.77,590.51,4053970000,590.51
2011-05-16,592.91,596.20,589.27,590.26,3846250000,590.26
2011-05-13,598.96,599.50,592.21,594.20,3426660000,594.20
2011-05-12,595.19,599.92,591.67,598.83,3777210000,598.83
2011-05-11,601.79,601.79,594.08,596.49,3846250000,596.49
2011-05-10,599.74,604.30,599.74,603.24,4223740000,603.24
2011-05-09,597.32,600.75,596.17,599.19,4265250000,599.19
2011-05-06,597.39,603.29,595.43,597.32,4223740000,597.32
2011-05-05,601.09,601.20,592.56,595.38,3846250000,595.38
2011-05-04,605.90,605.90,599.69,602.20,4223740000,602.20
2011-05-03,606.65,607.69,603.05,606.28,4223740000,606.28
2011-05-02,608.62,611.06,605.80,607.06,3846250000,607.06
2011-04-29,606.48,608.57,605.97,608.33,3479070000,608.33
2011-04-28,603.88,607.11,603.41,606.66,4036820000,606.66
2011-04-27,601.25,605.64,599.78,604.67,4051570000,604.67
2011-04-26,595.66,601.57,595.66,600.62,3908060000,600.62
2011-04-25,595.66,595.86,593.54,595.19,2142130000,595.19
2011-04-21,594.27,595.96,593.97,595.80,3587240000,595.80
2011-04-20,588.94,594.26,588.94,593.02,4236280000,593.02
2011-04-19,582.74,585.99,581.97,585.89,3886300000,585.89
2011-04-18,585.88,585.88,577.56,582.50,4223740000,582.50
2011-04-15,587.31,590.31,586.70,588.56,4223740000,588.56
2011-04-14,586.58,588.56,582.49,587.32,3872630000,587.32
2011-04-13,588.24,591.19,585.63,587.70,3850860000,587.70
2011-04-12,592.08,592.08,586.06,588.32,4275490000,588.32
2011-04-11,594.63,596.95,591.46,592.90,3478970000,592.90
2011-04-08,597.11,598.65,592.21,594.43,3582810000,594.43
2011-04-07,596.65,598.28,592.92,596.20,4005600000,596.20
2011-04-06,596.36,597.99,594.96,596.79,4223740000,596.79
2011-04-05,595.00,597.44,593.95,595.08,3852280000,595.08
2011-04-04,595.37,596.90,593.81,595.33,4223740000,595.33
2011-04-01,594.30,597.48,593.59,595.02,4223740000,595.02
2011-03-31,594.05,595.10,592.72,592.72,3566270000,592.72
2011-03-30,591.45,596.25,591.45,594.32,3809570000,594.32
2011-03-29,586.71,590.83,585.04,590.82,3482580000,590.82
2011-03-28,588.58,591.12,587.05,587.05,3215170000,587.05
2011-03-25,587.40,590.17,586.68,587.89,4223740000,587.89
2011-03-24,582.52,587.18,581.67,586.37,4223740000,586.37
2011-03-23,579.17,582.77,575.67,581.50,3842350000,581.50
2011-03-22,581.64,581.87,579.19,579.68,3576550000,579.68
2011-03-21,574.18,582.88,574.18,581.63,4223730000,581.63
2011-03-18,571.99,577.44,571.77,572.93,4685500000,572.93
2011-03-17,564.56,572.72,564.56,570.72,4134950000,570.72
2011-03-16,574.19,574.19,559.23,562.51,5833000000,562.51
2011-03-15,578.19,578.19,566.38,575.20,5201400000,575.20
2011-03-14,584.15,584.15,577.21,581.93,4050370000,581.93
2011-03-11,581.01,587.32,580.05,585.34,3740400000,585.34
2011-03-10,591.22,591.22,581.08,581.73,4723020000,581.73
2011-03-09,592.87,594.39,589.65,592.80,3709520000,592.80
2011-03-08,588.63,595.17,587.08,593.37,4531420000,593.37
2011-03-07,593.10,595.23,585.58,588.10,3964730000,588.10
2011-03-04,597.48,597.58,588.72,592.54,4223740000,592.54
2011-03-03,589.28,598.08,589.28,597.41,4340470000,597.41
2011-03-02,586.87,590.29,585.36,587.65,1025000000,587.65
2011-03-01,596.63,598.22,587.07,587.20,1180420000,587.20
2011-02-28,593.03,597.03,593.03,595.96,1252850000,595.96
2011-02-25,587.70,593.00,587.70,592.25,3836030000,592.25
2011-02-24,588.31,589.08,582.19,587.29,1222900000,587.29
2011-02-23,591.39,592.26,585.52,588.56,1330340000,588.56
2011-02-22,600.64,600.64,589.48,591.37,1322780000,591.37
2011-02-18,601.34,602.77,600.33,602.49,1966450000,602.49
2011-02-17,598.99,601.78,597.33,601.32,1966450000,601.32
2011-02-16,596.96,600.21,596.71,599.82,1966450000,599.82
2011-02-15,597.67,597.67,594.58,596.46,3926860000,596.46
2011-02-14,596.36,598.57,595.67,598.26,3567040000,598.26
2011-02-11,592.39,597.43,591.23,596.60,4219300000,596.60
2011-02-10,593.47,594.03,589.93,593.67,4184610000,593.67
2011-02-09,595.49,596.31,591.89,594.86,3922240000,594.86
2011-02-08,593.43,596.44,592.21,596.27,3881530000,596.27
2011-02-07,590.16,595.13,590.16,593.68,3902270000,593.68
